,Episode,Description,Link
271,My Life Extension Pilgrimage to Easter Island (#193),"Peter Attia, MD (@peterattiamd), who rejoins the show (catch his last appearance here). He is a former ultra-endurance athlete (e.g., swimming 25-mile races), compulsive self-experimenter, and one of the most fascinating human beings I know. He is one of my go-to doctors for anything performance- or longevity-related. Peter earned his MD from Stanford University and holds a BSc in mechanical engineering and applied mathematics from Queen’s University in Kingston, Ontario. He did his residency in general surgery at the Johns Hopkins Hospital, and conducted research at the National Cancer Institute under Dr. Steven Rosenberg, where Peter focused on the role of regulatory T cells in cancer regression and other immune-based therapies for cancer.",https://tim.blog/2016/10/20/my-life-extension-pilgrimage-to-easter-island/
272,The Return of Drunk Dialing (#192),No description for the person found,https://tim.blog/2016/10/12/the-return-of-drunk-dialing/
273,The Art and Science of Learning Anything Faster (#191),"@Tim Ferriss, you are right. Why not buy the book? $10 is nothing. And while the book is out there, getting the transcript is pointless. It might even come across as being cheap. I will get a copy.",https://tim.blog/2016/10/06/the-art-and-science-of-learning-anything-faster/
274,Matt Mullenweg: Characteristics and Practices of Successful Entrepreneurs (#190),"Matt Mullenweg (@photomatt) is most associated with a tool that powers more than 25% of the entire Web: WordPress. He’s also the CEO of Automattic, which is a multi-billion dollar, fully distributed startup. Matt loves tea, tequila, and Chicken McNuggets.",https://tim.blog/2016/10/01/matt-mullenweg-on-the-characteristics-and-practices-of-successful-entrepreneurs/
275,"Shay Carl on Wealth, Parenting, and the Future of Video (#189)","This is another special in-betweenisode. It’s a little shorter than the normal long-form episodes, and it features a Q&A with Shay Carl (@shaycarl).",https://tim.blog/2016/09/28/shay-carl-on-wealth-parenting-and-the-future-of-video/
276,"Dom D'Agostino on Disease Prevention, Cancer, and Living Longer (#188)","Dr. Dominic “Dom” D’Agostino (@DominicDAgosti2) is one of my most popular guests, and I’m happy to have him rejoin the show for the third time. (You can listen to Dom’s first appearance here, and his second appearance here).",https://tim.blog/2016/09/25/dom-dagostino-on-disease-prevention-cancer-and-living-longer/
277,"Jocko Willink on Discipline, Leadership, and Overcoming Doubt (#187)","Jocko Willink (@jockowillink) is one of the scariest human beings imaginable. Jocko did his first interview with me (find it here), and it took the Internet by storm. Now he joins us for round two to answer the questions you’ve been asking.",https://tim.blog/2016/09/21/jocko-willink-on-discipline-leadership-and-overcoming-doubt/
278,Tony Robbins on How to Resolve Internal Conflict (#186),"The last time Tony Robbins (@tonyrobbins) was on the show, so many listeners found one of his exercises so helpful that they suggested I feature it on its own.",https://tim.blog/2016/09/18/how-to-resolve-internal-conflict/
279,Practicing What You Preach (#185),No description for the person found,https://tim.blog/2016/09/14/practicing-what-you-preach/
280,"Shep Gordon – The King Maker on His Best PR Stunts, Hugest Failures, and Practical Philosophies (#184)",Shep Gordon (@SupermenschShep) has been named one of the “100 most influential people” by Rolling Stone magazine. He is the man behind some of the biggest names you’ve ever heard.,https://tim.blog/2016/09/07/shep-gordon/
281,Cal Fussman – The Master Storyteller Returns (#183),"Cal (@calfussman) is a New York Times bestselling author and a writer-at-large for Esquire magazine, where he is best known for being a primary writer of the “What I Learned” feature.",https://tim.blog/2016/08/31/cal-fussman-the-master-storyteller-returns/
282,Jason Nemer – Inside the Magic of AcroYoga (#182),"My guest on this episode of the podcast is Jason Nemer (@jasonnemer), co-founder of AcroYoga.",https://tim.blog/2016/08/24/jason-nemer/
283,How to ‘Waste Money’ To Improve the Quality of Your Life (#181),"If you've enjoyed my previous in-between episodes, then this might be your favorite episode ever. It's one of the most actionable, information-packed interviews I've ever done. This time, it's Joel Stein (@TheJoelStein) asking the questions. Joel is one of the funniest writers I have ever read, and he's great at leading an…",https://tim.blog/2016/08/22/how-to-waste-money-to-improve-the-quality-of-your-life/
284,"The Secrets of Gymnastic Strength Training, Part Two — Home Equipment, Weighted Stretches, and Muscle-Ups (#180)","@ChrisW  I think you meant Fundamentals, which requires no equipment.  The Foundations One course is much more involved and does require some equipment or access to equipment.  I finished Fundamentals, and have been reluctant to spend funds on Foundations as Fundamentals seemed to lack a plan that I could regularly adapt.  Uncertain if Foundations would be similar.  I keep working Fundamentals as it improves mobility needed for Foundations.",https://tim.blog/2016/08/17/the-secrets-of-gymnastic-strength-training-part-two/
285,What's Important to You? (#179),"Ryan Holiday (@RyanHoliday) is a strategist and writer. He dropped out of college at 19 to apprentice under Robert Greene, author of The 48 Laws of Power, and later served as the director of marketing for American Apparel. His company, Brass Check, has advised clients like Google, TASER, and Complex,…",https://tim.blog/2016/08/14/whats-important-to-you/
286,Tony Robbins – On Achievement Versus Fulfillment (#178),I’m very pleased to welcome Tony Robbins (@tonyrobbins) back to the show. (You can check out our previous in-depth conversations here: Part 1 and Part 2).,https://tim.blog/2016/08/10/tony-robbins-on-achievement-versus-fulfillment/
287,Seth Godin on How to Think Small to Go Big (#177),"Seth Godin (@thisissethsblog) is the author of 17 bestselling books that have been translated into more than 35 languages. He writes about the way ideas spread, marketing, strategic quitting, leadership, and — most of all — challenging the status quo in all areas. His books include Linchpin, Tribes, The Dip, Purple Cow, and What to Do When it’s Your Turn (and it’s Always Your Turn).",https://tim.blog/2016/08/03/seth-godin-on-how-to-think-small-to-go-big/
288,"Mike Birbiglia, The Sleepwalking Comedy Giant (#176)","Mike Birbiglia (@birbigs) is one of the best-known and busiest working comedians in the world, both behind and in front of the camera. His standup blends elements of theater, film, storytelling, and comedy.",https://tim.blog/2016/07/27/mike-birbiglia/
289,How to Cage the Monkey Mind (#175),"Technologist, serial entrepreneur, world-class investor, self-experimenter, and all-around wild and crazy guy Kevin Rose (@KevinRose),  rejoins me for another episode of ""The Random Show."" In this one we explore the language of relationships, polarity, energy management, difficult conversations, finding peace and patience, the importance of self-compassion, the search for palatable decaf coffee,…",https://tim.blog/2016/07/24/how-to-cage-the-monkey-mind/
290,"The One-Handed Concert Pianist, Nicholas McCarthy (#174)",Nicholas McCarthy (@NMcCarthyPiano) was born in 1989 without his right hand and only started to play the piano at the age of 14.,https://tim.blog/2016/07/19/the-one-handed-concert-pianist-nicholas-mccarthy/
291,"Lessons from Geniuses, Billionaires, and Tinkerers (#173)",Great podcast! Does anyone know the code for @chefsteps joule? The link doesn’t automatically give it to you.,https://tim.blog/2016/07/11/lessons-from-geniuses-billionaires-and-tinkerers/
292,Dom D'Agostino — The Power of the Ketogenic Diet (#172),"Dr. Dominic “Dom” D’Agostino (@DominicDAgosti2) is an assistant professor in the Department of Molecular Pharmacology and Physiology at the University of South Florida Morsani College of Medicine, and a senior research scientist at the Institute for Human and Machine Cognition (IHMC). He has also deadlifted 500 pounds for 10 reps after a seven-day fast.",https://tim.blog/2016/07/06/dom-dagostino-part-2/
293,"The Random Show – New Favorite Books, Memory Training, and Bets On VR (#171)","I am joined by Kevin Rose (@KevinRose), serial entrepreneur, world-class investor, and all around wild and crazy guy. We discuss a wide range of topics, including new favorite books, memory training, meditation tactics, multiple wives, and bets for or against virtual reality.",https://tim.blog/2016/07/03/the-random-show-new-favorite-books-memory-training-and-bets-on-vr/
294,Shay Carl — From Manual Laborer to 2.3 Billion YouTube Views (#170),Shay Carl (@shaycarl) got his first computer at age 27.,https://tim.blog/2016/06/27/shay-carl/
295,"Useful Lessons from Workaholics Anonymous, Corporate Implosions, and More (#169)","Ryan Holiday (@RyanHoliday) is a strategist and writer. He dropped out of college at 19 to apprentice under Robert Greene, author of The 48 Laws of Power, and later served as the director of marketing for American Apparel. His company, Brass Check, has advised clients like Google, TASER, and Complex, as well as many prominent bestselling authors. Holiday has written four previous books, including The Obstacle Is the Way, which has been translated into 17 languages and has a cult following among NFL coaches, world-class athletes, TV personalities, political leaders, and others around the world. Ryan lives on a small ranch outside of Austin, Texas, and his latest book is Ego Is The Enemy.",https://tim.blog/2016/06/25/useful-lessons-from-workaholics-anonymous-corporate-implosions-and-more/
296,Dissecting the Success of Malcolm Gladwell (#168),"Malcolm Gladwell (@gladwell) is the author of five New York Times bestsellers — The Tipping Point, Blink, Outliers, What the Dog Saw, and David and Goliath. He has been named one of the 100 most influential people by TIME magazine and one of the Foreign Policy’s Top Global Thinkers.",https://tim.blog/2016/06/21/malcolm-gladwell/
297,Jamie Foxx Part 2 – Bringing the Thunder (#167),Jamie Foxx (@iamjamiefoxx) returns to the show for a special role-reversal where he interviews me for his radio show.,https://tim.blog/2016/06/18/jamie-foxx-part-2-bringing-the-thunder/
